1,1416455,Student,1,1416455@student.com,CSE,password
2,1579288,Student,2,1579288@student.com,CSE,password
3,1528882,Student,3,1528882@student.com,CSE,password
4,1653725,Student,4,1653725@student.com,CSE,password
5,1625654,Student,5,1625654@student.com,CSE,password
6,1669953,Student,6,1669953@student.com,CSE,password
7,1665555,Student,7,1665555@student.com,CSE,password
8,1616161,Student,8,1616161@student.com,CSE,password
9,1633554,Student,9,1633554@student.com,CSE,password
10,1645333,Student,10,1645333@student.com,CSE,password
11,1691291,Student,11,1691291@student.com,CSE,password
12,1662147,Student,12,1662147@student.com,CSE,password
13,1691483,Student,13,1691483@student.com,CSE,password
14,1674181,Student,14,1674181@student.com,CSE,password
15,1641252,Student,15,1641252@student.com,CSE,password
16,1695837,Student,16,1695837@student.com,CSE,password
17,1613273,Student,17,1613273@student.com,CSE,password
18,1612985,Student,18,1612985@student.com,CSE,password
19,1623112,Student,19,1623112@student.com,CSE,password
20,1668314,Student,20,1668314@student.com,CSE,password
21,1622731,Student,21,1622731@student.com,CSE,password
22,1696326,Student,22,1696326@student.com,CSE,password
23,1646434,Student,23,1646434@student.com,CSE,password
24,1614142,Student,24,1614142@student.com,CSE,password
25,1654432,Student,25,1654432@student.com,CSE,password
26,1678812,Student,26,1678812@student.com,CSE,password
27,1614733,Student,27,1614733@student.com,CSE,password
28,1665491,Student,28,1665491@student.com,CSE,password
29,1634352,Student,29,1634352@student.com,CSE,password
30,1661638,Student,30,1661638@student.com,CSE,password
31,1686272,Student,31,1686272@student.com,CSE,password
32,1729416,Student,32,1729416@student.com,CSE,password
33,1763881,Student,33,1763881@student.com,CSE,password
34,1781682,Student,34,1781682@student.com,CSE,password
35,1778274,Student,35,1778274@student.com,CSE,password
36,1795656,Student,36,1795656@student.com,CSE,password
37,1773277,Student,37,1773277@student.com,CSE,password
38,1759787,Student,38,1759787@student.com,CSE,password
39,1743714,Student,39,1743714@student.com,CSE,password
40,1747457,Student,40,1747457@student.com,CSE,password
41,1728125,Student,41,1728125@student.com,CSE,password
42,1783512,Student,42,1783512@student.com,CSE,password
43,1768463,Student,43,1768463@student.com,CSE,password
44,1797625,Student,44,1797625@student.com,CSE,password
45,1754681,Student,45,1754681@student.com,CSE,password
46,1798883,Student,46,1798883@student.com,CSE,password
47,1769463,Student,47,1769463@student.com,CSE,password
48,1766156,Student,48,1766156@student.com,CSE,password
49,1772947,Student,49,1772947@student.com,CSE,password
50,1731817,Student,50,1731817@student.com,CSE,password
51,1752538,Student,51,1752538@student.com,CSE,password
52,1731852,Student,52,1731852@student.com,CSE,password
53,1766176,Student,53,1766176@student.com,CSE,password
54,1715578,Student,54,1715578@student.com,CSE,password
55,1745484,Student,55,1745484@student.com,CSE,password
56,1791753,Student,56,1791753@student.com,CSE,password
57,1742892,Student,57,1742892@student.com,CSE,password
58,1788337,Student,58,1788337@student.com,CSE,password
59,1736425,Student,59,1736425@student.com,CSE,password
60,1728439,Student,60,1728439@student.com,CSE,password
61,1712983,Student,61,1712983@student.com,CSE,password
62,1718437,Student,62,1718437@student.com,CSE,password
63,1784847,Student,63,1784847@student.com,CSE,password
64,1737824,Student,64,1737824@student.com,CSE,password
65,1797789,Student,65,1797789@student.com,CSE,password
66,1728139,Student,66,1728139@student.com,CSE,password
67,1711619,Student,67,1711619@student.com,CSE,password
68,1789481,Student,68,1789481@student.com,CSE,password
69,1711729,Student,69,1711729@student.com,CSE,password
70,1773384,Student,70,1773384@student.com,CSE,password
71,1762565,Student,71,1762565@student.com,CSE,password
72,1898334,Student,72,1898334@student.com,CSE,password
73,1892367,Student,73,1892367@student.com,CSE,password
74,1863951,Student,74,1863951@student.com,CSE,password
75,1835298,Student,75,1835298@student.com,CSE,password
76,1835874,Student,76,1835874@student.com,CSE,password
77,1849651,Student,77,1849651@student.com,CSE,password
78,1872128,Student,78,1872128@student.com,CSE,password
79,1887973,Student,79,1887973@student.com,CSE,password
80,1886577,Student,80,1886577@student.com,CSE,password
81,1877262,Student,81,1877262@student.com,CSE,password
82,1873255,Student,82,1873255@student.com,CSE,password
83,1834433,Student,83,1834433@student.com,CSE,password
84,1868128,Student,84,1868128@student.com,CSE,password
85,1845457,Student,85,1845457@student.com,CSE,password
86,1855787,Student,86,1855787@student.com,CSE,password
87,1893863,Student,87,1893863@student.com,CSE,password
88,1842333,Student,88,1842333@student.com,CSE,password
